year,country,slug,value,unit,qualifier,metric_type,section,subsection,method,sentence
2023,El Salvador,el-salvador,5,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"Surveys conducted in 2021 by COMCAVIS TRANS found that 39 percent of LGBTQI+ individuals surveyed were unemployed, compared with 5 percent of the general population."
2023,El Salvador,el-salvador,51,percent,fewer than,percentage,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"Unions representing fewer than 51 percent of the workers in an enterprise did not have the right to bargain, even on behalf of their own members."
2023,El Salvador,el-salvador,30,percent,,percentage,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,The law required that 30 percent of all workers in an enterprise support a strike for it to be legal and that 51 percent support the strike before all workers were bound by the decision to strike.
2023,El Salvador,el-salvador,51,percent,,percentage,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,The law required that 30 percent of all workers in an enterprise support a strike for it to be legal and that 51 percent support the strike before all workers were bound by the decision to strike.
2023,El Salvador,el-salvador,40,percent,,percentage,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"The human rights NGO Socorro Jurídico Humanitario reported 21 union members were arrested during the state of exception, 40 percent on charges of gang associations and 60 percent on charges of public disorder or resisting arrest."
2023,El Salvador,el-salvador,60,percent,,percentage,Section 7. Worker Rights,a. Freedom of Association and the Right to Collective,rules,"The human rights NGO Socorro Jurídico Humanitario reported 21 union members were arrested during the state of exception, 40 percent on charges of gang associations and 60 percent on charges of public disorder or resisting arrest."
2023,El Salvador,el-salvador,75,percent,,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,The informal sector represented almost 75 percent of the economy.
2023,Equatorial Guinea,equatorial-guinea,30,detainees,up to,count,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,Up to 30 detainees commonly shared one toilet that lacked toilet paper and a functioning door.
2023,Equatorial Guinea,equatorial-guinea,80,percent,,percentage,Section 3. Freedom to Participate in the Political,,rules,"Estimated to constitute 80 percent of the population, the Fang group exercised dominant political and economic power."
2023,Equatorial Guinea,equatorial-guinea,1000,girls,,count,Section 6. Discrimination and Societal Abuses,,rules,"The birth rate was 176 per 1,000 girls and women ages 15 to 19."
2023,Equatorial Guinea,equatorial-guinea,100,persons,fewer than,count,Section 6. Discrimination and Societal Abuses,,rules,"Antisemitism The Jewish community was small, likely fewer than 100 persons."
2023,Equatorial Guinea,equatorial-guinea,32,percent,,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,The informal sector employed most workers and was estimated at 32 percent of GDP in 2017.
2023,Eritrea,eritrea,16,journalists,,count,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,Violence and Harassment: The Committee to Protect Journalists reported 16 journalists remained in detention and incommunicado with no information on their location or health.
2023,Eritrea,eritrea,2,percent,,percentage,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,"Exile: In general, citizens had the right to return, but citizens residing abroad had to show proof they paid a 2 percent tax on foreign earned income to the Ministry of Foreign Affairs to be eligible for some government services and documents, including birth or marriage certificates, passport renewals, and real estate and vehicle transactions."
2023,Eritrea,eritrea,2,percent,,percentage,Section 2. Respect for Civil Liberties,d. Freedom of Movement and the Right to Leave the Country,rules,"Those who had left the country illegally were required to sign a document called the “regret form,” in addition to agreeing to pay the 2 percent tax, to obtain a passport or any other services while abroad."
2023,Eritrea,eritrea,40,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"According to the World Health Organization, between 34 and 40 percent of births from 2010 to 2019 were attended."
2023,Eritrea,eritrea,486,deaths,,count,Section 6. Discrimination and Societal Abuses,,rules,"According to the World Bank, the maternal death rate ranged from an estimated 322 to 486 deaths per 100,000 live births."
2023,Eritrea,eritrea,80,percent,approximately,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,"Approximately 80 percent of the population worked in the informal sector, and the government did not enforce labor laws in this sector."
2023,Estonia,estonia,80000,individuals,approximately,count,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"Temporary Protection: The government provided temporary protection to approximately 80,000 individuals who did not qualify as refugees, including Ukrainian citizens."
2023,Estonia,estonia,68000,persons,approximately,count,Section 2. Respect for Civil Liberties,g. Stateless Persons,rules,"UNHCR categorized approximately 68,000 persons residing in the country as stateless, most of whom chose not to take any citizenship after the Soviet Union collapsed."
2023,Estonia,estonia,28,percent,,percentage,Section 3. Freedom to Participate in the Political,,rules,"As of June, women accounted for only 28 percent of the country’s national legislature, but they comprised more than 40 percent of the cabinet."
2023,Estonia,estonia,40,percent,more than,percentage,Section 3. Freedom to Participate in the Political,,rules,"As of June, women accounted for only 28 percent of the country’s national legislature, but they comprised more than 40 percent of the cabinet."
2023,Estonia,estonia,4,percent,,percentage,Section 7. Worker Rights,e. Acceptable Conditions of Work,rules,Tax and Customs Board research reported 4 percent of wage payments during the year were informal.
2023,Eswatini,eswatini,8.1,percent,more than,percentage,Section 6. Discrimination and Societal Abuses,,rules,"In a survey conducted during the year by the government among women and girls ages 13 to 24, more than 8.1 percent reported they had experienced sexual violence during their lifetime."
2023,Eswatini,eswatini,51,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,The UN Population Division estimated 51 percent of girls and women ages 15 to 49 used a modern method of contraception during the year.
2023,Eswatini,eswatini,437,deaths,,count,Section 6. Discrimination and Societal Abuses,,rules,"According to the World Health Organization, the maternal mortality ratio was 437 deaths per 100,000 live births."
2023,Eswatini,eswatini,60,percent,,percentage,Section 6. Discrimination and Societal Abuses,,rules,"Violence and Harassment: Lesbian, gay, bisexual, transgender, queer, and intersex (LGBTQI+) persons reported high levels of violence and abuse, with a recent study finding that 60 percent of LGBTQI+ persons experienced violence in their lifetime, and 25 percent of lesbians reporting sexual violence in 2021."
